Currency,Date,Open,High,Low,Close,Volume,Market Cap
ethereum,24-Oct-19,162.51,164.15,160.89,162.17,"7,300,917,537","17,560,021,218"
ethereum,23-Oct-19,172.26,172.42,157.46,162.4,"9,624,925,919","17,583,244,177"
ethereum,22-Oct-19,174.91,175.65,172.27,172.3,"6,990,951,966","18,652,588,580"
ethereum,21-Oct-19,175.52,177.74,173.29,174.92,"6,815,820,627","18,933,882,640"
ethereum,20-Oct-19,172.97,176.72,171.21,175.53,"6,801,091,120","18,997,957,789"
ethereum,19-Oct-19,173.65,175.61,172.22,172.91,"6,551,453,871","18,711,940,303"
ethereum,18-Oct-19,177.99,178.18,171.01,173.62,"7,566,257,807","18,786,275,035"
ethereum,17-Oct-19,175.91,178.9,174.57,178.03,"6,737,237,423","19,260,755,682"
ethereum,16-Oct-19,181.34,181.67,174.06,176.01,"7,691,244,590","19,040,429,002"
ethereum,15-Oct-19,186.98,187.76,179.46,181.41,"7,731,456,579","19,621,350,993"
ethereum,14-Oct-19,182.03,187.3,181.66,186.96,"7,276,520,699","20,219,637,357"
litecoin,4-Dec-19,45.4,46.54,44.58,45.19,"2,951,880,019","2,882,011,362"
litecoin,3-Dec-19,45.78,46.62,44.76,45.38,"2,557,212,174","2,893,726,010"
litecoin,2-Dec-19,47.65,47.81,45.32,45.82,"2,680,452,035","2,921,144,389"
litecoin,1-Dec-19,47.46,48.3,46.24,47.71,"2,781,413,686","3,041,545,709"
litecoin,30-Nov-19,48.91,49.28,47.09,47.48,"2,678,481,167","3,026,175,357"
litecoin,29-Nov-19,47.09,49.32,47.09,48.88,"2,944,492,393","3,115,330,867"
litecoin,28-Nov-19,48,48.55,47.02,47.06,"2,662,459,127","2,998,875,250"
litecoin,27-Nov-19,47.16,48.52,45.44,48.01,"2,979,663,352","3,059,223,170"
litecoin,26-Nov-19,45.81,47.54,45.66,47.27,"2,659,405,400","3,012,041,642"
litecoin,25-Nov-19,44.77,47.27,42.96,45.83,"3,408,224,795","2,919,784,838"
litecoin,24-Nov-19,48.71,48.78,44.73,44.73,"2,709,705,879","2,849,656,912"
litecoin,23-Nov-19,47.62,48.71,46.78,48.71,"2,746,902,870","3,104,760,987"
litecoin,22-Nov-19,50.88,51.39,44.89,47.62,"3,734,545,939","3,034,882,008"
litecoin,21-Nov-19,55.28,55.44,50.15,50.88,"3,158,748,317","3,242,806,030"
litecoin,20-Nov-19,55.63,56.66,55.09,55.29,"2,858,714,058","3,523,320,531"
litecoin,19-Nov-19,56.8,57.59,54.94,55.62,"3,030,389,859","3,544,160,660"
litecoin,18-Nov-19,59.57,60.08,55.86,56.8,"3,131,873,188","3,618,749,968"
litecoin,17-Nov-19,58.6,60.67,58.34,59.57,"3,215,100,478","3,794,900,734"
litecoin,16-Nov-19,57.79,59.18,57.47,58.57,"2,841,793,395","3,730,285,758"
litecoin,15-Nov-19,59.48,60.47,57.54,57.81,"3,195,878,562","3,681,894,624"
litecoin,14-Nov-19,61.08,61.22,59.42,59.43,"3,040,274,519","3,784,543,703"
litecoin,13-Nov-19,61.37,62.06,60.87,61.11,"3,094,050,321","3,891,188,361"
litecoin,12-Nov-19,61.93,62.47,60.69,61.34,"3,333,604,208","3,905,317,178"
litecoin,11-Nov-19,63.78,64.34,61.37,61.9,"3,033,016,472","3,940,458,193"
litecoin,10-Nov-19,61.9,64.6,61.81,63.84,"3,611,586,094","4,063,643,936"
litecoin,9-Nov-19,60.49,62.15,60.38,61.95,"2,849,228,741","3,943,126,748"
litecoin,8-Nov-19,61.88,62.45,59.51,60.53,"3,414,910,991","3,852,007,191"
litecoin,7-Nov-19,64.24,64.41,61.08,61.84,"3,557,191,963","3,935,124,153"
litecoin,6-Nov-19,63.35,64.27,62.96,64.27,"3,755,244,863","4,088,991,803"
litecoin,5-Nov-19,61.58,64,61.32,63.3,"4,725,921,529","4,027,051,778"
litecoin,4-Nov-19,58.6,62.18,58.38,61.57,"4,164,854,559","3,916,584,191"
litecoin,3-Nov-19,58.59,58.97,57.64,58.63,"3,259,935,586","3,728,676,102"
litecoin,2-Nov-19,58.58,59.33,58.22,58.6,"3,353,942,166","3,726,483,415"
litecoin,1-Nov-19,58.75,58.75,57.72,58.58,"3,425,154,368","3,725,245,520"
litecoin,31-Oct-19,58.36,60.08,57.69,58.78,"3,165,801,278","3,737,406,895"
litecoin,30-Oct-19,59.87,60.89,57.6,58.42,"3,387,114,095","3,714,109,861"
litecoin,29-Oct-19,58.05,60.66,58.05,59.87,"3,582,210,705","3,805,805,251"
litecoin,28-Oct-19,59.92,61.91,57.67,58.13,"3,793,848,576","3,694,652,651"
litecoin,27-Oct-19,56.8,61.87,55.92,59.91,"4,218,140,032","3,807,830,063"
litecoin,26-Oct-19,56.95,61.73,54.73,56.78,"5,234,627,157","3,607,985,867"
litecoin,25-Oct-19,50.11,57.32,49.61,56.94,"3,770,902,916","3,618,037,380"
litecoin,24-Oct-19,49.68,50.47,49.02,50.07,"2,650,862,714","3,181,078,150"
litecoin,23-Oct-19,53.75,53.82,48.5,49.63,"3,077,488,277","3,152,820,838"
litecoin,22-Oct-19,54.93,55.29,53.64,53.74,"2,490,194,232","3,413,955,637"
litecoin,21-Oct-19,54.92,55.56,54.02,54.94,"2,727,253,951","3,489,419,289"
litecoin,20-Oct-19,54.06,55.44,53.22,54.93,"2,612,273,453","3,488,800,281"
stellar,4-Dec-19,0.055917,0.056422,0.054416,0.055419,"207,789,246","1,111,416,307"
stellar,3-Dec-19,0.056042,0.056821,0.055417,0.05598,"150,835,452","1,122,669,946"
stellar,2-Dec-19,0.058098,0.058214,0.055986,0.056078,"204,095,722","1,124,621,901"
stellar,1-Dec-19,0.059751,0.059877,0.05654,0.058082,"214,999,370","1,164,817,487"
stellar,30-Nov-19,0.059306,0.060415,0.057283,0.059641,"228,259,886","1,196,086,467"
stellar,29-Nov-19,0.058212,0.060932,0.058165,0.059152,"241,666,196","1,186,271,902"
stellar,28-Nov-19,0.059208,0.060486,0.058179,0.058225,"224,143,848","1,167,681,753"
stellar,27-Nov-19,0.058393,0.059952,0.056166,0.059057,"260,781,107","1,184,377,699"
stellar,26-Nov-19,0.057542,0.059103,0.05652,0.058553,"218,983,844","1,174,266,799"
stellar,25-Nov-19,0.056791,0.059389,0.05375,0.057595,"548,798,088","1,155,059,103"
stellar,24-Nov-19,0.060602,0.061783,0.056881,0.056881,"795,594,528","1,140,743,320"
stellar,23-Nov-19,0.059405,0.061716,0.057753,0.060364,"262,945,614","1,210,579,252"
stellar,22-Nov-19,0.061737,0.061868,0.056237,0.059502,"304,545,334","1,193,303,118"
stellar,21-Nov-19,0.065522,0.065701,0.061047,0.061683,"251,644,441","1,237,034,117"
stellar,20-Nov-19,0.065691,0.06632,0.06454,0.065502,"219,882,275","1,313,627,943"
stellar,19-Nov-19,0.068291,0.068679,0.06481,0.065751,"287,651,893","1,318,630,467"
stellar,18-Nov-19,0.072133,0.072261,0.066962,0.068304,"245,433,022","1,369,817,366"
stellar,17-Nov-19,0.071848,0.073095,0.071784,0.072137,"197,097,974","1,446,685,558"
stellar,16-Nov-19,0.072347,0.072805,0.071748,0.071906,"173,395,847","1,442,049,711"
stellar,15-Nov-19,0.074816,0.074972,0.071935,0.072335,"222,062,024","1,450,653,587"
stellar,14-Nov-19,0.076506,0.076611,0.074027,0.07474,"217,039,030","1,498,902,353"
stellar,13-Nov-19,0.077092,0.077628,0.07618,0.076576,"240,329,082","1,535,722,377"
stellar,12-Nov-19,0.079813,0.082018,0.075886,0.077072,"359,731,187","1,545,652,295"
stellar,11-Nov-19,0.078234,0.080633,0.076396,0.079809,"290,695,867","1,600,544,208"
stellar,10-Nov-19,0.072877,0.079768,0.072733,0.078228,"343,258,930","1,568,851,587"
stellar,9-Nov-19,0.071845,0.073439,0.07162,0.072812,"187,035,481","1,460,226,718"
stellar,8-Nov-19,0.075006,0.076303,0.07055,0.071888,"271,749,982","1,441,694,136"
stellar,7-Nov-19,0.078343,0.078494,0.074204,0.075014,"332,631,177","1,504,398,663"
stellar,6-Nov-19,0.082237,0.08319,0.077835,0.078435,"352,059,614","1,573,003,648"
stellar,5-Nov-19,0.076817,0.085214,0.076808,0.082164,"762,923,850","1,647,781,065"
stellar,4-Nov-19,0.069165,0.07639,0.067937,0.07639,"347,400,349","1,531,981,226"
stellar,3-Nov-19,0.071283,0.071871,0.068081,0.069091,"310,422,869","1,385,608,526"
stellar,2-Nov-19,0.069217,0.071289,0.069216,0.071264,"287,438,284","1,429,192,254"
stellar,1-Nov-19,0.065189,0.071221,0.064798,0.069231,"412,594,573","1,388,418,168"
stellar,31-Oct-19,0.064612,0.065444,0.062958,0.065215,"279,328,071","1,307,869,766"
stellar,30-Oct-19,0.066276,0.066611,0.063378,0.064568,"271,281,036","1,294,901,834"
stellar,29-Oct-19,0.064768,0.068255,0.064701,0.066185,"279,077,969","1,327,327,934"
stellar,28-Oct-19,0.064549,0.067163,0.064312,0.064778,"325,857,618","1,298,131,301"
stellar,27-Oct-19,0.062585,0.064588,0.061923,0.064513,"287,822,040","1,292,824,227"
stellar,26-Oct-19,0.06374,0.066609,0.062198,0.062557,"347,428,869","1,253,637,953"
stellar,25-Oct-19,0.060642,0.064598,0.060078,0.063761,"302,338,874","1,277,752,865"
stellar,24-Oct-19,0.060058,0.061739,0.059206,0.060612,"235,695,883","1,214,643,198"
stellar,23-Oct-19,0.062935,0.063606,0.058735,0.059984,"257,731,071","1,201,815,663"
stellar,22-Oct-19,0.064045,0.064512,0.062745,0.062811,"191,351,126","1,258,466,973"
stellar,21-Oct-19,0.06326,0.064159,0.063026,0.063975,"189,287,650","1,281,740,024"
stellar,20-Oct-19,0.063102,0.063676,0.062539,0.063247,"228,457,502","1,267,150,236"
stellar,19-Oct-19,0.063758,0.063817,0.062863,0.06309,"212,225,225","1,264,000,391"
stellar,18-Oct-19,0.064537,0.064606,0.062393,0.063717,"258,071,462","1,276,553,895"
stellar,17-Oct-19,0.06243,0.064572,0.061928,0.064547,"258,080,003","1,293,197,546"
stellar,16-Oct-19,0.064319,0.064837,0.061611,0.062401,"234,805,479","1,250,201,473"
stellar,15-Oct-19,0.064919,0.065527,0.063154,0.064264,"231,975,480","1,287,400,269"
stellar,14-Oct-19,0.060187,0.064944,0.060185,0.064925,"212,625,324","1,300,593,743"
tether,4-Dec-19,1,1.02,0.981153,1.01,"24,761,899,935","4,140,656,482"
tether,3-Dec-19,1,1.01,0.991071,1,"16,691,088,420","4,120,924,295"
tether,2-Dec-19,1,1.02,0.991988,1,"19,093,390,526","4,114,951,368"
tether,1-Dec-19,1,1.02,0.99508,1,"21,027,847,332","4,118,235,661"
tether,30-Nov-19,1,1.02,0.998375,1,"19,145,198,648","4,115,041,871"
tether,29-Nov-19,1,1.01,0.992586,1,"22,304,763,156","4,126,616,332"
tether,28-Nov-19,1,1.02,1,1,"21,502,793,846","4,124,805,294"
tether,27-Nov-19,1,1.03,0.981392,1.01,"27,416,693,309","4,128,694,013"
tether,26-Nov-19,1,1.02,0.995267,1.01,"23,545,460,689","4,148,191,320"
tether,25-Nov-19,1.01,1.02,0.993995,1,"33,648,447,519","4,120,837,393"
tether,24-Nov-19,1.01,1.03,1,1.02,"25,990,545,761","4,180,011,937"
tether,23-Nov-19,1,1.03,0.998878,1.01,"24,605,070,720","4,161,983,862"
tether,22-Nov-19,1,1.02,0.991656,1,"39,068,899,485","4,120,554,484"
tether,21-Nov-19,1.01,1.02,0.998885,1,"26,004,738,831","4,109,731,631"
tether,20-Nov-19,1.01,1.02,1,1.01,"22,255,938,426","4,130,393,647"
tether,19-Nov-19,1.01,1.03,1,1.01,"23,104,090,327","4,144,883,422"
tether,18-Nov-19,1.01,1.02,1,1.01,"24,102,161,964","4,157,375,252"
tether,17-Nov-19,1.01,1.02,1,1.01,"20,418,489,157","4,142,844,476"
tether,16-Nov-19,1,1.01,1,1.01,"18,225,904,912","4,135,759,004"
tether,15-Nov-19,1.01,1.02,0.995398,1,"25,291,395,573","4,113,666,666"
tether,14-Nov-19,1,1.01,0.998471,1.01,"21,911,169,228","4,130,975,243"
tether,13-Nov-19,1,1.01,0.999717,1,"20,071,939,197","4,121,088,708"
tether,12-Nov-19,1,1.01,0.997774,1,"23,449,537,112","4,113,788,114"
tether,11-Nov-19,1,1.01,0.997627,1,"23,739,145,075","4,118,061,437"
tether,10-Nov-19,1,1.01,0.988144,1,"24,552,202,767","4,119,110,881"
tether,9-Nov-19,1,1.01,0.998939,1,"20,459,420,156","4,108,822,609"
tether,8-Nov-19,1.01,1.01,0.998418,1,"28,749,114,086","4,118,305,231"
tether,7-Nov-19,1,1.01,0.997957,1.01,"27,694,410,589","4,131,592,434"
tether,6-Nov-19,1.01,1.01,1,1,"28,578,448,466","4,120,504,628"
tether,5-Nov-19,1,1.01,0.996082,1,"30,721,581,637","4,127,530,034"
tether,4-Nov-19,1,1.01,0.99369,1,"30,710,349,697","4,125,883,665"
tether,3-Nov-19,1.01,1.01,0.998527,1,"24,597,499,287","4,126,314,409"
tether,2-Nov-19,1,1.01,0.997896,1,"23,973,071,925","4,127,588,892"
tether,1-Nov-19,1.01,1.01,1,1,"27,864,589,885","4,124,890,871"
tether,31-Oct-19,1.01,1.03,0.998004,1.01,"30,727,310,848","4,134,412,347"
tether,30-Oct-19,1,1.01,0.99934,1.01,"32,807,890,269","4,132,087,645"
tether,29-Oct-19,1,1.01,0.992977,1,"35,047,512,730","4,116,816,180"
tether,28-Oct-19,1,1.01,0.978821,1,"38,665,694,771","4,119,771,724"
tether,27-Oct-19,1,1.01,0.97702,1,"40,519,447,549","4,125,469,824"
tether,26-Oct-19,1,1.01,0.969353,1,"53,509,128,965","4,114,596,274"
tether,25-Oct-19,1.01,1.01,0.976078,1,"37,383,241,390","4,116,967,974"
xrp,4-Dec-19,0.219824,0.22177,0.212603,0.216348,"1,427,312,577","9,364,745,688"
xrp,3-Dec-19,0.219516,0.223179,0.216675,0.21987,"1,017,648,495","9,517,202,026"
xrp,2-Dec-19,0.225386,0.227203,0.217283,0.219581,"1,187,513,777","9,507,818,760"
xrp,1-Dec-19,0.226466,0.226525,0.220253,0.225333,"1,176,237,060","9,756,884,341"
xrp,30-Nov-19,0.230232,0.233615,0.224546,0.226474,"1,160,032,624","9,806,315,573"
xrp,29-Nov-19,0.224623,0.231636,0.224129,0.230217,"1,325,761,774","9,968,382,707"
xrp,28-Nov-19,0.225221,0.231131,0.224198,0.22457,"1,244,175,231","9,723,838,882"
xrp,27-Nov-19,0.221845,0.228498,0.216199,0.225081,"1,608,881,984","9,745,970,911"
xrp,26-Nov-19,0.218464,0.223212,0.214957,0.222145,"1,322,723,640","9,618,843,673"
xrp,25-Nov-19,0.222832,0.225923,0.207013,0.218622,"9,415,068,271","9,466,286,656"
xrp,24-Nov-19,0.236227,0.236373,0.223184,0.223184,"2,932,397,174","9,663,857,831"
xrp,23-Nov-19,0.231574,0.236188,0.227707,0.236188,"1,480,512,363","10,226,933,084"
xrp,22-Nov-19,0.243775,0.246417,0.225687,0.2316,"2,012,230,945","10,028,238,451"
xrp,21-Nov-19,0.251316,0.253512,0.240784,0.243766,"1,586,333,624","10,555,043,277"
xrp,20-Nov-19,0.256545,0.259139,0.250331,0.251364,"1,319,069,498","10,884,017,518"
xrp,19-Nov-19,0.255646,0.258563,0.246971,0.2565,"1,420,685,334","11,106,437,807"
xrp,18-Nov-19,0.265137,0.265514,0.249842,0.255653,"1,452,996,115","11,069,403,326"
xrp,17-Nov-19,0.264009,0.269385,0.262832,0.265253,"1,273,573,229","11,485,052,604"
xrp,16-Nov-19,0.261694,0.265443,0.260609,0.263886,"1,195,333,401","11,425,884,645"
xrp,15-Nov-19,0.270463,0.271049,0.259878,0.261654,"1,548,251,349","11,329,241,896"
xrp,14-Nov-19,0.272903,0.273868,0.268069,0.270391,"1,264,478,184","11,707,513,880"
xrp,13-Nov-19,0.272379,0.275665,0.271303,0.273036,"1,278,922,350","11,822,051,383"
xrp,12-Nov-19,0.275179,0.277042,0.270781,0.272418,"1,404,766,289","11,795,294,866"
xrp,11-Nov-19,0.280164,0.281727,0.272008,0.275086,"1,437,677,669","11,910,794,571"
xrp,10-Nov-19,0.280273,0.283117,0.276669,0.280204,"1,557,437,413","12,132,388,502"
xrp,9-Nov-19,0.276863,0.282471,0.276328,0.280196,"1,449,652,131","12,117,941,815"
xrp,8-Nov-19,0.292438,0.292612,0.274005,0.276953,"2,026,687,432","11,977,697,598"
xrp,7-Nov-19,0.310175,0.313278,0.283395,0.292431,"2,430,065,390","12,647,080,586"
xrp,6-Nov-19,0.301103,0.311605,0.298735,0.310086,"1,790,567,871","13,410,631,514"
xrp,5-Nov-19,0.299906,0.304524,0.297917,0.301255,"1,964,177,330","13,028,715,563"
xrp,4-Nov-19,0.291236,0.299949,0.290893,0.299937,"1,647,597,869","12,971,721,432"
xrp,3-Nov-19,0.296272,0.297173,0.288818,0.291261,"1,381,510,371","12,596,463,117"
xrp,2-Nov-19,0.292688,0.299039,0.292539,0.296263,"1,460,243,469","12,812,796,808"
xrp,1-Nov-19,0.296389,0.296487,0.288932,0.292642,"1,572,251,058","12,656,190,134"
xrp,31-Oct-19,0.296527,0.302379,0.290938,0.296358,"1,666,132,252","12,816,900,825"
xrp,30-Oct-19,0.301913,0.30518,0.292403,0.296555,"1,883,224,296","12,825,432,798"
xrp,29-Oct-19,0.295991,0.307984,0.295357,0.301956,"2,125,813,360","13,058,999,924"
xrp,28-Oct-19,0.298143,0.302837,0.293587,0.296007,"2,061,536,473","12,801,729,616"
xrp,27-Oct-19,0.293886,0.301481,0.289935,0.2981,"2,237,941,946","12,892,254,871"
xrp,26-Oct-19,0.298039,0.31029,0.286818,0.293699,"3,122,465,894","12,701,942,701"
xrp,25-Oct-19,0.278607,0.299947,0.27724,0.298165,"2,486,979,029","12,895,056,501"
xrp,24-Oct-19,0.274101,0.281281,0.269274,0.278491,"1,638,078,551","12,042,668,475"
xrp,23-Oct-19,0.291556,0.292737,0.260083,0.274143,"2,172,985,938","11,854,650,118"
xrp,22-Oct-19,0.293019,0.301484,0.291104,0.291607,"1,632,212,674","12,609,856,226"
